FILTER_Mutect2 FILTER_Freebayes FILTER_Vardict FILTER_Varscan m2_MQ f_MQMR vs_SSC vs_SPV vd_SSF vd_MSI True_SNV
0 0 0 1 56.7375 57.42066 18.0 0.013177 0.042434999999999994 1.55 0
0 0 0 1 56.00050000000001 58.04956 16.0 0.022473 0.059753499999999994 2.05 0
0 0 0 1 54.7615 49.557975000000006 14.0 0.03972 0.10301449999999998 2.4 0
0 0 0 1 52.037 51.385329999999996 16.0 0.023461 0.23415 2.0 0
1 1 1 0 60.0 60.0 13.55 0.17451210733350003 0.00025 3.0 1
0 0 0 1 52.1515 44.990455 3.0 0.41502 0.20294050000000002 4.6 0
0 0 0 1 57.96 55.81298499999999 19.0 0.010568 0.0172995 1.6 0
0 0 0 1 57.59649999999999 51.44684500000001 15.0 0.02739 0.08385699999999999 2.25 0
0 0 0 1 57.47699999999999 56.96760999999999 22.0 0.0052881 0.012123 2.15 0
0 0 0 1 56.971500000000006 53.91936499999999 5.0 0.26316 0.335963 5.0 0
0 0 0 1 55.85000000000001 51.8493 4.0 0.38043 0.25586 1.0 0
0 0 0 1 54.07900000000001 56.21 10.0 0.089038 0.04413 1.0 0
0 0 0 1 54.21750000000001 54.508475 10.0 0.086077 0.02232 2.0 0
0 0 0 1 56.037 50.570080000000004 9.0 0.10042 0.09124 2.0 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
0 0 0 1 53.2965 53.23142499999999 8.0 0.15172 0.147378 4.1 0
1 0 0 0 54.53 50.382465 15.7 0.06731909244999999 0.05904299999999999 1.9 0
1 0 0 0 54.04 47.4698 16.65 0.08920847749999998 0.094579 1.75 0
0 0 0 1 55.782500000000006 55.92459 23.0 0.0048432 0.00083 1.0 0
0 1 0 0 56.32549999999999 52.0612 15.7 0.1823407569 0.106958 3.05 0
0 0 0 1 53.638999999999996 55.964594999999996 13.0 0.040266 0.03813 2.0 0
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 1 0 0 56.016999999999996 43.4842 75.0 2.838e-08 0.0 1.0 0
0 1 0 1 54.936 41.6382 59.0 1.0902e-06 1e-05 3.0 0
0 0 0 1 57.6305 49.782605000000004 17.0 0.016136 0.119306 1.85 0
0 0 0 1 50.278499999999994 51.385329999999996 16.0 0.020567 0.23845 2.0 0
0 0 1 0 56.864 53.099754999999995 12.8 0.11685613000000002 0.03466 6.0 0
1 0 0 0 54.88 49.51456 21.95 0.07130171160009999 0.10976100000000003 1.95 0
0 0 0 1 55.4655 51.82116500000001 6.0 0.23279 0.20838449999999997 3.25 0
0 0 0 1 54.763 57.14482 12.0 0.058442 0.0523355 2.35 0
0 0 0 1 55.2645 51.8472 13.0 0.041446 0.11293149999999999 1.9 0
1 0 0 0 56.66 54.539505 26.05 0.09992337971855 0.06393800000000001 2.1 0
0 0 1 1 55.13000000000001 49.14937849999999 10.0 0.080354 0.0034 7.0 0
0 0 1 1 57.596500000000006 55.809394999999995 21.0 0.0078838 2e-05 4.0 0
0 1 0 1 48.5575 60.1765 17.0 0.017796 0.00234 7.0 0
1 1 1 1 59.92 59.595 34.0 0.00035608 0.00013 1.0 1
0 0 0 1 52.5755 6.36364 12.0 0.051282 0.14286 4.0 0
0 0 0 1 53.3035 51.665465 14.0 0.037895 0.08429 1.0 0
0 0 0 1 58.5 55.303328500000006 9.0 0.12482 0.0857475 3.15 0
0 0 1 0 52.685 50.98853 4.0 0.33176 0.03342 1.0 0
0 0 0 1 53.569500000000005 52.174414999999996 19.0 0.012355 0.09513 1.0 0
0 0 1 0 52.482000000000006 37.1831 10.45 0.17942541500000003 0.02417 3.0 0
1 0 0 0 59.71 59.331965000000004 40.85 0.007156627123829999 0.005341500000000001 1.7 0
0 1 0 0 59.71 59.331965000000004 40.85 0.007156627123829999 0.005341500000000001 1.7 0
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 0 0 1 56.82349999999999 57.31020000000001 8.0 0.15766 0.13523699999999997 2.95 0
0 0 0 1 57.062 47.718175 6.0 0.2381 0.173325 3.85 0
1 1 1 0 60.0 60.0 90.0 8.324e-10 0.0 1.0 1
0 0 0 1 54.93000000000001 48.092195000000004 5.0 0.26961 0.32726599999999995 3.05 0
1 1 1 1 60.0 60.0 40.0 8.9306e-05 1e-05 1.0 1
1 0 0 1 55.53 44.011984999999996 13.0 0.040169 0.10298850000000001 1.85 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
0 0 0 1 58.3885 53.551845 19.0 0.012578 0.087952 1.85 0
1 0 0 0 41.56 22.536589999999997 12.85 0.10405407 0.17932299999999995 1.95 0
1 0 0 0 44.49 29.986995 13.4 0.08821288499999999 0.12073350000000001 1.8 0
0 0 0 1 58.705 55.637985 21.0 0.0063414 0.006528999999999998 1.7 0
0 0 0 1 56.654999999999994 56.90138499999999 23.0 0.0046871 0.0367975 2.2 0
1 0 0 0 47.29 51.569770000000005 1.0 0.76084 0.015731000000000002 5.55 0
1 0 0 0 44.58 30.24074 12.45 0.083727335 0.11352999999999999 1.95 0
0 0 0 1 54.3845 52.018004999999995 13.0 0.047503 0.1350615 2.45 0
1 0 0 0 25.6 50.31057 1.0 0.65321 0.005266 4.9 0
0 0 0 1 58.227999999999994 57.897749999999995 18.0 0.013323 0.0494065 2.65 0
0 0 0 1 57.3125 58.06179999999999 20.0 0.0095146 0.023056999999999998 2.7 0
0 0 0 1 56.008 49.4423 13.0 0.040406 0.11969149999999999 2.3 0
0 0 0 1 53.8685 52.66647499999999 13.0 0.047449 0.1267825 2.5 0
0 0 0 1 56.459500000000006 56.955025 16.0 0.023027 0.1051655 2.2 0
0 0 0 1 56.14149999999999 51.277925 4.0 0.37143 0.21205000000000002 4.35 0
1 0 0 0 47.74 33.180933499999995 13.25 0.173102459 0.11272800000000001 2.3 0
1 0 0 0 53.24 46.037 16.5 0.15441006755965006 0.11004500000000002 2.0 0
0 0 0 1 56.17900000000001 54.962995 13.0 0.044386 0.095164 2.25 0
0 0 0 1 52.85799999999999 53.907705 13.0 0.048127 0.076708 2.55 0
0 0 0 1 56.35350000000001 52.36067999999999 15.0 0.025244 0.053066999999999996 2.3 0
0 0 0 1 56.636 55.2457 15.0 0.030689 0.1100345 3.35 0
0 0 0 1 59.426 58.53166 30.0 0.0008341 0.000495 2.0 0
1 0 0 0 36.47 24.528929999999995 11.55 0.13029297 0.2555445 1.8 0
0 0 0 1 56.49399999999999 50.23628 15.0 0.029321 0.062344 3.1 0
0 0 0 1 55.732000000000006 51.51365499999999 13.0 0.042282 0.10049949999999999 2.15 0
0 0 0 1 57.6305 49.782605000000004 17.0 0.016162 0.0867615 2.0 0
0 0 0 1 57.577 55.21374999999999 16.0 0.02395 0.069314 2.7 0
0 0 0 1 56.166999999999994 52.972519999999996 18.0 0.015762 0.043197 1.75 0
0 0 0 1 57.463 53.580355 18.0 0.014699 0.0546635 1.8 0
0 0 0 1 54.443000000000005 49.488185 13.0 0.045361 0.128438 2.1 0
0 0 0 1 55.562 54.135884999999995 16.0 0.023375 0.059650999999999996 2.4 0
1 1 1 0 60.0 59.8696 57.0 1.8089e-06 0.0 2.0 1
0 0 0 1 56.53150000000001 52.757605 7.0 0.1982 0.02233 3.0 0
0 0 1 0 56.577999999999996 56.8571 5.0 0.27934 0.0 2.0 0
0 0 0 1 56.2005 53.091025 6.0 0.20648 0.17011550000000003 2.75 0
0 0 0 1 57.483000000000004 48.159800000000004 9.0 0.11089 0.17919300000000002 3.15 0
1 0 0 0 57.84 56.29824 28.2 0.07480176792415 0.061847 2.1 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
0 0 0 1 59.4615 57.994515 24.0 0.0035443 0.0052545 1.7 0
0 0 1 0 57.76450000000001 50.148735 4.25 0.55537918 0.00015 16.0 0
0 0 0 1 57.455999999999996 53.52362000000001 4.0 0.31746 0.2347245 3.4 0
0 0 0 1 58.496500000000005 52.111034999999994 20.0 0.0084024 0.0417695 1.7 0
1 1 1 1 60.0 59.8512 58.0 1.2948e-06 0.0 6.0 1
1 1 1 1 60.0 59.9583 30.0 0.00095699 0.00063 1.0 1
0 0 0 1 51.245000000000005 47.078410000000005 16.0 0.023758 0.16038 2.0 0
0 0 0 1 57.98549999999999 53.01853 7.0 0.18937 0.193894 4.95 0
0 1 0 0 48.880500000000005 37.6889 19.9 0.07463812000002462 0.09246250000000002 3.05 0
0 0 0 1 55.097 55.76866 11.0 0.068627 0.11178199999999998 3.55 0
0 0 0 1 58.447500000000005 52.087239999999994 10.0 0.089245 0.12485899999999998 3.2 0
0 0 0 1 54.33549999999999 51.88125 9.0 0.10577 0.18692150000000002 3.05 0
0 0 0 1 57.456500000000005 54.004084999999996 10.0 0.083916 0.116088 3.2 0
0 0 0 1 56.98 53.932500000000005 11.0 0.076023 0.112797 3.65 0
0 1 0 0 59.655499999999996 59.122 30.3 0.0375951750145 0.0221015 3.0 0
0 0 0 1 53.15250000000001 56.958295 27.0 0.0017077 0.02526 1.0 0
0 0 0 1 56.6555 57.067165 7.0 0.19481 0.18058749999999998 3.85 0
0 0 0 1 53.7735 58.4 11.0 0.070707 0.16783 1.0 0
1 1 1 1 60.0 59.7938 18.0 0.0134 0.00203 2.0 1
0 0 0 1 56.3645 49.895419999999994 5.0 0.28571 0.168571 3.35 0
0 0 0 1 58.629999999999995 45.83724500000001 15.0 0.026573 0.07635599999999998 2.1 0
0 0 0 1 56.196000000000005 50.432869999999994 13.0 0.047124 0.10910450000000001 2.6 0
0 0 0 1 55.11349999999999 49.528929999999995 6.0 0.23684 0.22338299999999997 2.55 0
0 0 0 1 52.640499999999996 44.93048 3.0 0.46154 0.16963899999999998 5.0 0
1 1 1 1 60.0 60.0 53.0 4.2217e-06 0.0 5.0 1
0 0 0 1 49.5895 53.271005 17.0 0.018094 0.09818 1.0 0
0 1 0 0 56.6875 49.81533 10.0 0.084448 0.14852300000000002 3.6 0
1 0 0 0 59.9 59.68606 27.8 0.06746642770990001 0.035057500000000005 2.05 0
0 0 0 1 56.85849999999999 53.504290000000005 6.0 0.20553 0.19683299999999998 3.5 0
0 0 0 1 58.75599999999999 48.83098 6.0 0.2248 0.23250349999999997 3.5 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
0 0 0 1 55.004000000000005 46.88878999999999 4.0 0.34737 0.19123600000000002 4.15 0
0 0 1 0 58.725 53.084095000000005 38.0 0.00013513 0.0 3.0 0
0 1 0 1 52.065 15.2941 14.0 0.034921 0.06993 13.0 0
0 0 0 1 57.15200000000001 53.221955 8.0 0.14737 0.2687545 2.95 0
0 0 0 1 58.391999999999996 52.535655 7.0 0.18333 0.23732699999999998 3.5 0
0 0 0 1 57.909000000000006 49.085640000000005 6.0 0.21053 0.11689699999999999 3.4 0
0 0 0 1 56.908 53.111475 6.0 0.22222 0.20724700000000001 2.9 0
0 0 0 1 58.084500000000006 55.588049999999996 5.0 0.25926 0.19764900000000002 3.4 0
1 1 1 1 60.0 60.0 19.0 0.011419 0.00706 2.0 1
0 0 1 0 58.92999999999999 48.571825 3.35 0.5678626999999999 0.0 11.0 0
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
1 1 1 0 60.0 60.0 67.0 1.8413e-07 0.0 2.0 1
1 1 1 0 60.0 60.0 52.0 6.0123e-06 0.0 2.0 1
1 1 1 1 60.0 59.9733 22.0 0.0059193 0.00048 2.0 1
0 1 0 1 56.6125 50.759785 10.0 0.085139 0.17019900000000002 3.2 0
0 1 0 1 59.668000000000006 59.10873 12.0 0.055138 0.14231149999999998 2.85 0
0 0 1 0 56.879 40.834235 6.35 0.33525836 0.00038 23.0 0
0 0 0 1 55.524 52.77515 10.0 0.087719 0.08817749999999999 2.7 0
0 0 0 1 59.205499999999994 52.886905 7.0 0.1746 0.5 6.0 0
1 1 1 1 60.0 60.0 22.0 0.0054148 0.00187 1.0 1
1 1 1 0 60.0 60.0 60.0 9.8065e-07 0.0 3.0 1
1 0 0 0 54.54 50.804230000000004 16.0 0.06619678245 0.056250999999999995 1.95 0
1 0 0 0 52.27 45.09807 12.9 0.131546977 0.09703649999999998 2.05 0
1 0 0 0 57.97 49.98885500000001 8.0 0.1323 0.1615445 3.45 0
1 0 0 0 53.72 51.76940499999999 2.0 0.55757 0.014885 5.3 0
1 0 0 0 54.13 53.119685000000004 7.0 0.19188 0.16396799999999997 3.1 0
0 0 0 1 58.816500000000005 52.87454 20.0 0.0082094 0.0365015 1.9 0
0 0 0 1 52.6125 48.41984649999999 13.0 0.045513 0.61057 2.0 0
0 0 1 1 55.36800000000001 51.606905000000005 4.0 0.33939 0.0 8.0 0
1 1 1 0 60.0 59.9896 84.0 3.3349e-09 0.0 2.0 1
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 0 0 1 59.1075 53.36711499999999 5.0 0.25714 0.148583 3.75 0
0 0 0 1 55.9225 52.010685 7.0 0.18301 0.27778 3.0 0
0 0 1 0 58.0545 57.96243 12.9 0.090090055 0.03959 2.0 0
0 1 0 0 48.636 37.5441 13.0 0.04257 0.00742 3.0 0
1 0 0 0 59.33 58.795305 33.55 0.0410919891306 0.023903000000000004 1.6 0
0 0 0 1 53.87 56.353044999999995 6.0 0.23913 0.27419 1.0 0
1 1 1 1 59.67 60.0 18.0 0.014532 0.00352 3.0 1
0 0 1 0 56.879 40.834235 6.35 0.33525836 7e-05 23.0 0
0 0 0 1 55.3355 52.619164999999995 3.0 0.43678 0.152762 6.15 0
0 0 1 0 57.87550000000001 48.38827 6.3 0.49293307905 0.00011 14.0 0
0 0 1 0 58.92999999999999 48.135915 8.2 0.3296871725 0.00012 11.0 0
1 1 1 1 60.0 60.0 30.0 0.0009678 0.00034 2.0 1
0 0 1 0 50.0675 49.84783500000001 2.0 0.53846 0.0 20.0 0
1 1 1 1 60.0 60.0 14.0 0.034373 0.01547 4.0 1
1 1 1 1 60.0 60.0 35.0 0.00027638 0.0001 2.0 1
0 0 1 0 59.620999999999995 57.322894999999995 52.7 0.13636305441734 0.0 3.0 0
0 0 1 0 57.910000000000004 57.865595000000006 19.45 0.042778975000000004 0.00289 2.0 0
1 1 1 1 60.0 60.0 13.0 0.047273 0.01901 5.0 1
0 0 0 1 49.834500000000006 48.140291500000004 13.0 0.043957 0.08665 1.0 0
1 1 1 1 59.73 59.5472 51.0 6.7884e-06 0.0 4.0 1
0 0 0 1 57.1025 50.588375 8.0 0.14945 0.20239700000000002 2.95 0
1 1 1 1 59.75 60.0 34.0 0.00032249 5e-05 1.0 1
0 0 0 1 55.373000000000005 57.37252000000001 7.0 0.1776 0.17609950000000002 3.3 0
1 1 1 1 60.0 60.0 41.0 7.167e-05 5e-05 3.0 1
0 0 0 1 56.046499999999995 49.01985 6.0 0.23333 0.20413099999999998 3.15 0
0 0 1 0 54.1515 46.44918 9.8 0.1373058 0.16149 2.0 0
0 0 1 0 57.31 55.11315 15.0 0.030969 0.00027 2.0 0
0 0 0 1 50.4115 55.571259999999995 18.0 0.0132 0.27419 1.0 0
0 0 0 1 55.87950000000001 54.878859999999996 16.0 0.024426 0.096326 1.85 0
1 1 1 1 60.0 60.0 17.0 0.019393 0.02571 1.0 1
0 0 0 1 57.27199999999999 52.22316000000001 5.0 0.26471 0.31531200000000004 4.15 0
0 0 0 1 58.391999999999996 52.535655 7.0 0.18333 0.23732699999999998 3.5 0
0 0 0 1 55.37050000000001 53.27423 3.0 0.4359 0.19596200000000003 6.2 0
0 0 0 1 58.24300000000001 51.56966 4.0 0.39394 0.2437935 4.3 0
0 0 1 0 59.86900000000001 59.415060000000004 44.4 5.945378999999999e-05 1e-05 1.0 0
1 1 1 0 60.0 60.0 48.0 1.4853e-05 0.0 3.0 1
1 0 0 0 60.0 59.94024999999999 23.2 0.06678168025 0.019255500000000002 2.35 0
1 1 1 0 53.46 49.3243 59.0 1.1955e-06 0.0 1.0 1
1 1 1 1 60.0 60.0 47.0 1.8061e-05 1e-05 2.0 1
0 0 1 0 59.2645 53.752790000000005 11.4 0.21113149999999997 0.00404 7.0 0
0 1 0 0 56.60733567283034 52.95161463015969 14.779702380952381 0.14829066335311972 0.12184117732956101 3.4956608104408144 0
0 1 0 0 51.660000000000004 45.71601 3.0 0.5 0.52517 12.0 0
1 1 1 1 60.0 60.0 37.0 0.00017208 6e-05 4.0 1
0 0 1 0 58.798 55.50921999999999 13.2 0.06376338000000001 0.05146 2.0 0
1 1 1 1 60.0 59.8235 40.0 8.7178e-05 1e-05 4.0 1
0 0 0 1 55.11349999999999 49.528929999999995 6.0 0.23684 0.22338299999999997 2.55 0
1 0 0 0 47.54 46.892685 9.6 0.178992295 0.2241 3.0 0
0 0 0 1 54.80800000000001 48.41614 3.0 0.42857 0.18315 8.0 0
0 0 0 1 54.7475 49.651715 3.0 0.43137 0.15135 4.0 0
0 0 0 1 59.665 59.67305 21.0 0.0066939 0.025124 1.95 0
0 1 0 0 57.049000000000014 0.0 5.4 0.4395166 1.0 22.0 0
0 0 0 1 55.137 57.623194999999996 9.0 0.11538 0.14431549999999999 3.35 0
0 1 0 0 59.927499999999995 60.0 44.25 0.00376799001585 0.027152500000000003 1.85 0
0 0 0 1 55.221500000000006 44.3169885 5.0 0.31429 0.3062155 4.15 0
0 1 0 0 51.4095 55.8148 13.85 0.06241590500000001 0.12884 2.0 0
0 0 0 1 55.481500000000004 58.2353 10.0 0.092308 0.13196049999999998 4.25 0
1 1 1 1 60.0 60.0 19.0 0.011392 0.01408 1.0 1
1 1 1 1 60.0 60.0 32.0 0.00053293 7e-05 3.0 1
0 0 0 1 55.221500000000006 44.3169885 5.0 0.31429 0.3062155 4.15 0
1 1 1 1 60.0 60.0 30.0 0.00096973 6e-05 1.0 1
0 0 0 1 57.2615 55.46186499999999 8.0 0.15441 0.22482949999999996 1.85 0
0 0 0 1 56.217 51.753935 7.0 0.17931 0.15012399999999998 3.55 0
0 0 0 1 56.9385 57.174090000000014 8.0 0.15726 0.12853749999999997 2.8 0
1 1 1 1 60.0 59.7768 46.0 2.5078e-05 1e-05 1.0 1
0 0 0 1 58.402499999999996 55.034825 8.0 0.1417 0.1720445 3.1 0
0 0 0 1 58.08200000000001 54.94971 7.0 0.19886 0.232064 2.35 0
0 0 1 0 56.403999999999996 54.08728 8.0 0.13009 0.0 9.0 0
0 0 1 0 58.0215 52.375855 5.0 0.27243 0.0 8.0 0
0 0 0 1 56.95450000000001 56.459375 9.0 0.11628 0.11080800000000002 2.9 0
0 1 0 0 59.927499999999995 60.0 44.25 0.00376799001585 0.027152500000000003 1.85 0
0 0 0 1 57.60549999999999 55.374433499999995 9.0 0.125 0.12315050000000001 3.55 0
0 0 0 1 58.2965 55.397400000000005 4.0 0.35948 0.326005 3.05 0
0 0 0 1 55.004000000000005 46.88878999999999 4.0 0.34737 0.19123600000000002 4.15 0
0 0 1 0 56.879 38.37401 6.4 0.32458386000000006 0.0 25.0 0
1 1 1 1 60.0 60.0 20.0 0.0096589 0.00905 7.0 1
0 0 0 1 58.5 55.303328500000006 9.0 0.12482 0.0857475 3.15 0
1 0 0 0 37.96 23.384385 16.7 0.11089695304 0.14657199999999998 2.05 0
1 1 1 1 60.0 60.0 58.0 1.4672e-06 0.0 3.0 1
0 0 1 0 51.782999999999994 54.35599499999999 1.0 0.76404 0.0 6.0 0
0 0 1 0 50.4125 36.0 0.0 1.0 0.0 4.0 0
0 0 0 1 56.141 55.500735 14.0 0.038274 0.083788 1.8 0
1 1 1 0 60.0 59.6262 85.0 3.0385e-09 0.0 4.0 1
0 0 1 0 59.85300000000001 56.746745 15.5 0.22143860500000004 0.00124 6.0 0
0 0 0 1 57.5755 52.5145 6.0 0.24 0.44444 6.0 0
0 0 0 1 55.980999999999995 44.511658499999996 5.0 0.26 0.47111 6.0 0
0 0 0 1 59.4905 52.886905 7.0 0.17787 0.34565 6.0 0
0 0 0 1 56.1635 53.911905000000004 7.0 0.18333 0.41981 6.0 0
0 0 0 1 58.123000000000005 54.58618 8.0 0.13571 0.1877735 3.6 0
0 0 0 1 51.286500000000004 46.3994715 13.0 0.047515 0.46049 12.0 0
0 0 0 1 60.0 59.820359999999994 6.0 0.23077 0.06935 2.5 0
0 0 0 1 57.5295 57.151644999999995 7.0 0.17647 0.17631000000000002 3.05 0
0 0 0 1 57.455999999999996 53.52362000000001 4.0 0.31746 0.2347245 3.4 0
1 1 1 1 60.0 59.9381 42.0 5.4198e-05 1e-05 1.0 1
0 0 0 1 60.0 59.922025 7.0 0.19192 0.062049 2.4 0
0 0 0 1 57.221000000000004 47.461870000000005 4.0 0.34286 0.22592350000000003 3.7 0
0 0 0 1 58.3165 54.58703499999999 8.0 0.13636 0.15564850000000002 2.9 0
0 0 1 0 57.142500000000005 53.629825 1.0 0.67093 0.00162 2.0 0
0 0 0 1 58.129 52.56318 7.0 0.18301 0.2405255 3.8 0
1 1 1 1 60.0 60.0 32.0 0.00055309 0.00012 2.0 1
1 0 0 0 54.49 50.181955 15.3 0.06609579699999998 0.062357499999999996 1.9 0
0 0 0 1 51.97650000000001 48.5588 21.0 0.0070375 0.00883 2.0 0
0 0 0 1 50.6645 51.97606499999999 22.0 0.0055871 0.01721 3.0 0
0 0 0 1 53.132000000000005 57.53524 18.0 0.014552 0.01542 1.0 0
0 0 0 1 50.62950000000001 53.30309 15.0 0.028629 0.02191 1.0 0
0 0 0 1 59.234500000000004 55.669965000000005 11.0 0.071484 0.076765 3.4 0
0 0 0 1 56.839 53.022245 15.0 0.030179 0.075306 2.95 0
0 0 0 1 54.48 45.012134999999994 15.0 0.025434 0.14822950000000001 2.75 0
0 0 0 1 54.22 38.418385 14.0 0.033138 0.0478955 2.65 0
